alphaAmp	alphaShift	infTicksCount	avgVisitsCount	pVisits	propSocialVisits	locPerSGCount	correctionFactor
0.15758	0.5768200000000001	4.6714	4.389200000000001	0.465818	0.99326	4.549580000000001	0.035294000000000006
0.050660000000000004	0.9039400000000001	4.04916	1.77752	0.77567	0.9126200000000001	14.34902	0.037514000000000006
0.08278	0.6359	4.66916	4.69256	0.941162	0.99038	14.50938	0.020666000000000004
0.007580000000000001	0.5282600000000001	4.2366	1.6557600000000001	0.699134	0.80542	8.40962	0.02891400000000001
0.062060000000000004	0.9529000000000001	5.69348	1.7316	0.48975799999999997	0.9872200000000001	4.09434	0.06986600000000001
0.07346	0.0055000000000000005	4.79596	3.4664800000000002	0.265478	0.9809800000000001	3.10786	0.044394
0.06466	0.7977400000000001	5.57116	1.72472	0.130946	0.9209800000000001	19.00174	0.028098
0.05074000000000001	0.39786	5.7950800000000005	2.05256	0.32754199999999994	0.96686	14.846820000000001	0.026010000000000002
0.00538	0.46014	5.70764	1.198	0.06013400000000001	0.9338600000000001	15.909300000000002	0.045682
0.040060000000000005	0.8754200000000001	5.69444	1.44664	0.789278	0.9485800000000001	13.994100000000001	0.055366000000000005
0.041620000000000004	0.5253800000000001	5.10444	1.15848	0.29741	0.85402	15.38794	0.042030000000000005
0.028620000000000003	0.94862	5.60052	3.59464	0.22829	0.95498	3.83594	0.024746000000000004
0.12382000000000001	0.30858	5.19756	2.07784	0.45347	0.96486	19.980620000000002	0.033606000000000004
0.048380000000000006	0.38506000000000007	4.39396	1.5223200000000001	0.471614	0.0211	13.39142	0.025458000000000005
0.04938000000000001	0.14686	5.8298000000000005	3.43656	0.164354	0.9922200000000001	17.69226	0.027462
0.08046	0.57574	4.86364	1.8148	0.6586700000000001	0.21798	13.039540000000002	0.023878000000000003
0.01414	0.8712200000000001	5.97564	1.2954400000000001	0.32923399999999997	0.9180200000000001	11.60618	0.05302200000000001
0.06174	0.49262000000000006	5.07772	1.8228	0.673394	0.9359000000000001	15.73298	0.03720600000000001
0.03014	0.7818200000000001	4.3098	3.3080800000000004	0.577958	0.9091	18.15738	0.018858000000000003
0.0839	0.4523400000000001	5.73076	4.51912	0.171086	0.96638	13.608020000000002	0.022538000000000002
0.01174	0.0357	4.16708	2.41704	0.26735	0.20974000000000004	12.14198	0.020878000000000004
0.03526	0.33106	4.8798	1.33816	0.20615	0.19874000000000003	15.571860000000001	0.029238000000000004
0.027180000000000003	0.39798	5.02892	1.4797600000000002	0.664682	0.74678	8.35718	0.029710000000000004
0.054580000000000004	0.5843	5.1874	1.5004	0.820418	0.6475000000000001	6.352300000000001	0.024130000000000002
0.0048200000000000005	0.61194	4.31196	2.75272	0.372038	0.6261800000000001	14.48506	0.019090000000000003
0.01818	0.33982	5.43756	1.67048	0.670766	0.59106	12.199740000000002	0.02669400000000001
0.01606	0.08582000000000001	5.50428	2.58744	0.41826199999999997	0.9013000000000001	14.8947	0.021006000000000004
0.07202	0.5927	5.43444	1.31912	0.497786	0.7261000000000001	3.4810200000000004	0.033158
0.00674	0.41358000000000006	5.91492	1.53496	0.84389	0.20690000000000003	10.832500000000001	0.02177
0.01386	0.1051	5.2782	2.02136	0.378878	0.37554	10.27922	0.021538
0.0721	0.52958	5.36132	2.10744	0.386438	0.7819800000000001	3.55398	0.024894000000000003
0.0013800000000000002	0.7424200000000001	5.24828	1.8949600000000002	0.45890600000000004	0.32922000000000007	4.67194	0.020170000000000004
0.020900000000000002	0.17122	4.41668	2.37864	0.7033820000000001	0.66954	9.405980000000001	0.022366000000000004
0.01378	0.66846	5.50572	1.3836	0.6323540000000001	0.1597	19.772380000000002	0.032182
0.06698000000000001	0.53554	5.79148	1.86968	0.36638600000000004	0.8233000000000001	1.37582	0.041622000000000006
0.09942000000000001	0.34346	5.0042	3.56616	0.5623340000000001	0.9729400000000001	13.7699	0.022406000000000006
0.03674	0.54346	5.59348	2.22024	0.41966599999999993	0.7495800000000001	1.22078	0.029342000000000003
0.025060000000000002	0.6678600000000001	4.5594	1.3172000000000001	0.636782	0.14062000000000002	7.743860000000001	0.033206000000000006
0.03162	0.6713	4.42116	1.8722400000000001	0.6426860000000001	0.8611000000000001	16.6997	0.03324200000000001
0.03322	0.4736600000000001	5.97452	1.23224	0.28336999999999996	0.11426	16.5439	0.031994
0.037500000000000006	0.54522	5.63772	1.7896800000000002	0.705542	0.8539400000000001	16.479300000000002	0.022106000000000004
0.007260000000000001	0.5448200000000001	5.9226	1.11688	0.52871	0.3995000000000001	10.09302	0.052098000000000005
0.00786	0.17518	4.792120000000001	1.56152	0.137606	0.8420200000000001	14.53066	0.032638
0.036660000000000005	0.00218	5.32236	1.38104	0.789386	0.54234	11.136500000000002	0.031406
0.03662	0.45122000000000007	5.41532	2.1116	0.28408999999999995	0.57718	7.984780000000001	0.018926000000000002
0.0005400000000000001	0.5901400000000001	4.03276	2.8884000000000003	0.5973260000000001	0.5042200000000001	1.57266	0.026678000000000004
0.14174000000000003	0.19378	5.8862000000000005	3.3191200000000003	0.547106	0.9941000000000001	12.616980000000002	0.029610000000000004
0.05242000000000001	0.46394	4.16932	1.294	0.358862	0.1869	18.17942	0.037026
0.02246	0.7131400000000001	5.5171600000000005	1.45432	0.28246999999999994	0.8399400000000001	19.36122	0.035918000000000005
0.00946	0.54986	4.23476	2.07768	0.294674	0.48722000000000004	7.48774	0.030602000000000008
0.018860000000000002	0.54806	5.55532	1.9637600000000002	0.5665460000000001	0.36630000000000007	19.93806	0.019342000000000005
0.017660000000000002	0.05942	5.32756	2.59816	0.46841	0.46086000000000005	11.25126	0.019458000000000003
0.045020000000000004	0.4023	4.9638	1.34008	0.10059799999999999	0.17662	11.385780000000002	0.036082
0.11606	0.9269800000000001	4.53636	4.3775200000000005	0.262454	0.9591000000000001	6.93142	0.018562000000000002
0.042820000000000004	0.4267000000000001	4.40596	2.57992	0.24153799999999997	0.77858	18.00918	0.022174000000000003
0.07186000000000001	0.52802	5.36084	2.2236000000000002	0.282938	0.24594000000000002	15.375020000000001	0.023570000000000004
0.027340000000000003	0.62734	4.535880000000001	4.03784	0.789242	0.9675800000000001	19.97454	0.025862000000000003
0.18562	0.9409800000000001	5.11636	4.72168	0.74777	0.9699000000000001	12.734020000000001	0.021894000000000004
0.033260000000000005	0.64378	4.12508	3.76968	0.25662199999999996	0.66798	2.97562	0.02363
0.0009400000000000001	0.6911800000000001	4.40892	1.83608	0.309542	0.6941	8.5715	0.035834
0.10146000000000001	0.14854	4.69796	3.50808	0.6507499999999999	0.9289800000000001	14.435660000000002	0.020102000000000005
0.01302	0.36046	5.35444	1.83	0.19257799999999997	0.21154	5.1340200000000005	0.027186000000000002
6.000000000000001e-05	0.93198	4.5806000000000004	1.20568	0.137318	0.30306	17.773580000000003	0.04711800000000001
0.06702	0.03726	4.3446	1.46184	0.11168600000000001	0.0261	16.94594	0.028402000000000007
0.05374	0.014100000000000001	5.30516	2.60792	0.16647800000000001	0.8153000000000001	15.215420000000002	0.019278000000000003
0.0085	0.7749	4.17076	2.98456	0.191174	0.8973000000000001	2.2559	0.03449
0.011460000000000001	0.25918	4.60444	1.8336800000000002	0.5634140000000001	0.7144600000000001	19.895500000000002	0.021214000000000004
0.025820000000000003	0.29558000000000006	4.76348	2.08856	0.8894660000000001	0.32638	16.42534	0.018238
0.030220000000000004	0.34030000000000005	5.36756	1.8028	0.275666	0.7697800000000001	1.2093800000000001	0.033754000000000006
0.04846	0.18898000000000004	5.10564	1.662	0.9140900000000001	0.5533	1.7117400000000003	0.026654
0.04558	0.56186	5.44164	2.6548000000000003	0.626918	0.12986000000000003	3.0197000000000003	0.016910000000000005
0.12574000000000002	0.67822	5.53548	3.42408	0.497966	0.9495800000000001	13.528980000000002	0.019742000000000003
0.01942	0.55094	4.93276	2.8591200000000003	0.369266	0.28022	19.686500000000002	0.021346000000000004
0.043340000000000004	0.9976600000000001	4.01676	1.83112	0.09509000000000001	0.22338000000000002	6.0939	0.035910000000000004
0.03438	0.14918	5.76892	1.25496	0.079574	0.40406000000000003	16.770380000000003	0.023402000000000003
0.031900000000000005	0.5543800000000001	4.95428	1.12456	0.548726	0.19738	12.08726	0.05215800000000001
0.02322	0.53454	5.4953199999999995	4.332560000000001	0.865202	0.8858600000000001	10.851500000000001	0.020518000000000005
0.01686	0.51726	5.79764	2.7508	0.6901700000000001	0.44754000000000005	11.908660000000001	0.017922000000000004
0.13442	0.51614	4.6254	3.88776	0.371678	0.85738	6.98158	0.018630000000000004
0.04658	0.6414200000000001	4.19252	3.33576	0.200606	0.48602	9.282100000000002	0.017138000000000004
0.07750000000000001	0.5168600000000001	5.33004	2.33752	0.591134	0.46630000000000005	9.440180000000002	0.019134
0.16522000000000003	0.26266	5.72564	4.926640000000001	0.167342	0.9852200000000001	6.847820000000001	0.027718
0.15974	0.32738	4.21036	2.422	0.596462	0.9729000000000001	15.31954	0.04045800000000001
0.06322	0.05398	5.48796	3.44776	0.489038	0.98462	19.39694	0.027758000000000005
0.015180000000000003	0.47738	4.94836	2.65992	0.31163	0.7893800000000001	9.070820000000001	0.025046000000000002
0.0199	0.039060000000000004	4.0902	2.51528	0.45652999999999994	0.72038	1.7771000000000001	0.02903
0.0441	0.57806	4.9874	3.20536	0.5592020000000001	0.8534600000000001	8.944660000000002	0.023778000000000004
0.029740000000000003	0.58194	4.21876	1.05064	0.206474	0.67134	7.3121800000000015	0.04106200000000001
0.03594	0.39398	5.622120000000001	1.72056	0.126086	0.85374	2.15102	0.03538600000000001
0.0071400000000000005	0.9575800000000001	4.44796	4.1039200000000005	0.643514	0.8877400000000001	19.38782	0.016486
0.20946000000000004	0.5351	5.19908	1.78296	0.47114599999999995	0.9669400000000001	11.714100000000002	0.03776200000000001
0.01166	0.56426	5.48196	1.85416	0.9326300000000001	0.09386	8.075980000000001	0.031646
0.05702	0.20178000000000001	4.47244	3.3028000000000004	0.16881800000000002	0.9181800000000001	11.08102	0.022654000000000004
0.01634	0.6673800000000001	4.39772	2.89704	0.239558	0.78402	17.31302	0.028102000000000005
0.008060000000000001	0.48706000000000005	4.17332	3.12088	0.849974	0.15182	19.77086	0.018386000000000003
0.1905	0.57274	5.7506	1.9941600000000002	0.38978599999999997	0.9707800000000001	16.876020000000004	0.028922000000000003
0.09598000000000001	0.49606000000000006	5.0286	2.34424	0.460958	0.8077400000000001	6.472380000000001	0.020286000000000002
0.0819	0.58462	5.37196	1.29624	0.43968199999999996	0.36994000000000005	9.38394	0.033082
0.025660000000000002	0.87134	5.37956	1.43368	0.290282	0.84418	8.373140000000001	0.04713400000000001
0.01362	0.25122	5.9702	2.19352	0.6478700000000001	0.7871400000000001	17.52658	0.026214000000000005
0.00502	0.7846600000000001	5.56492	1.7781600000000002	0.128282	0.8739000000000001	7.8723	0.04373400000000001
0.05802	0.043340000000000004	4.5468399999999995	2.4092000000000002	0.7018340000000001	0.9059000000000001	6.378139999999999	0.02501
0.07498000000000002	0.12434	4.97508	2.85368	0.608774	0.5825800000000001	19.3597	0.019946000000000005
0.20182	0.051300000000000005	5.44244	3.2157600000000004	0.48227	0.9780600000000002	15.7041	0.024930000000000004
0.0473	0.6283400000000001	5.6606000000000005	1.21064	0.09145400000000001	0.59394	6.40854	0.02569400000000001
0.057300000000000004	0.64158	5.2274	2.76952	0.413798	0.7801800000000001	17.381420000000002	0.016818
0.027620000000000002	0.3539	4.29828	3.3373600000000003	0.514886	0.8675	13.73038	0.019954
0.10830000000000001	0.8091	4.0214	2.83624	0.565034	0.8781800000000001	18.13078	0.020654000000000002
0.013420000000000001	0.8963000000000001	4.877	3.5869600000000004	0.424634	0.9735800000000001	16.123620000000003	0.031170000000000003
0.09286	0.4973000000000001	5.93076	1.5188000000000001	0.102794	0.71674	15.7383	0.027794000000000003
0.11374000000000001	0.5464600000000001	5.8898	1.7508000000000001	0.384818	0.54854	3.9256200000000003	0.028594000000000005
0.00902	0.32494	4.98348	1.3092000000000001	0.849614	0.6389400000000001	13.057020000000001	0.047130000000000005
0.014340000000000002	0.010940000000000002	4.18732	1.42264	0.353066	0.85314	15.000340000000001	0.051562
0.019340000000000003	0.9669000000000001	4.79748	3.47016	0.322214	0.25162000000000007	3.8967400000000003	0.018462000000000003
0.00706	0.38226000000000004	4.01628	3.2724	0.8497220000000001	0.7428600000000001	17.156460000000003	0.017022000000000002
0.04934	0.1841	4.7798	3.01304	0.57983	0.55226	6.97094	0.018306
0.00238	0.82274	5.70748	3.8117600000000005	0.772286	0.8270200000000001	18.706100000000003	0.018166
0.03642	0.5969	5.47524	2.19272	0.774086	0.84362	5.44638	0.036254
0.08178000000000002	0.32042000000000004	4.53348	2.5802400000000003	0.46740200000000004	0.92398	18.65746	0.032490000000000005
0.05534	0.38282000000000005	4.87852	1.3756	0.7535660000000001	0.7851400000000001	17.02422	0.033506
0.04798	0.23934000000000002	5.417	1.7599200000000002	0.736034	0.84462	19.502580000000002	0.03579
0.028220000000000002	0.38754	4.30124	2.13992	0.157154	0.09726000000000001	7.212620000000001	0.029114000000000008
0.05834	0.4083	4.43484	2.9348	0.929714	0.5975	3.16942	0.023686000000000002
0.1351	0.2553	5.82908	2.3736800000000002	0.523994	0.9605400000000001	19.122580000000003	0.021302
0.00434	0.19946000000000003	4.73396	2.38552	0.736286	0.6230600000000001	4.833060000000001	0.025662000000000004
0.039220000000000005	0.64046	4.91204	3.93672	0.4807219999999999	0.83514	15.780100000000001	0.018438000000000003
0.039180000000000006	0.7242200000000001	5.35404	3.8420000000000005	0.73355	0.9500600000000001	4.4051800000000005	0.028106
0.0011	0.9253	5.34844	2.44936	0.35087	0.9113000000000001	13.16798	0.018490000000000003
0.09870000000000001	0.41498	5.37892	1.5844	0.48219799999999996	0.9392600000000001	14.912940000000003	0.041330000000000006
0.024540000000000003	0.7451800000000001	4.86932	3.43032	0.46675399999999995	0.4857	18.159660000000002	0.017658000000000004
0.1021	0.12194000000000002	4.76428	3.7412	0.564998	0.9196200000000001	8.06534	0.022766000000000005
0.006660000000000001	0.40134000000000003	4.21388	3.99928	0.5425340000000001	0.9141800000000001	17.08578	0.022350000000000005
0.12782	0.5289	5.37068	4.90296	0.597902	0.09346000000000002	12.53946	0.020122
0.018260000000000002	0.65154	4.30292	2.6880800000000002	0.57767	0.9269000000000001	18.82618	0.019826000000000003
0.0335	0.47926	5.12844	1.32408	0.424598	0.8589	18.06238	0.048350000000000004
0.01702	0.42102000000000006	4.24788	3.2648800000000002	0.578966	0.44398000000000004	13.42106	0.019306000000000004
0.06622	0.30766000000000004	5.99812	2.2124	0.216266	0.5423800000000001	1.15618	0.021726000000000002
0.01226	0.9980600000000001	4.62044	4.706480000000001	0.15628999999999998	0.23742000000000002	3.4681	0.017146
0.043660000000000004	0.6441800000000001	4.44316	3.8775200000000005	0.491342	0.57694	12.59874	0.019162000000000002
0.02418	0.0313	5.40348	2.3226400000000003	0.866066	0.70662	8.839020000000001	0.024614000000000004
0.08454	0.5580200000000001	4.3678	3.58632	0.7433780000000001	0.9425800000000001	14.84834	0.034626000000000004
0.061900000000000004	0.16574	4.6028400000000005	1.55144	0.264002	0.09618000000000002	9.70694	0.04013800000000001
0.036500000000000005	0.57698	5.8566	1.22728	0.477878	0.2233	13.458300000000001	0.020242000000000003
0.03314	0.63314	5.88172	1.79976	0.139442	0.8283	14.98286	0.040122000000000005
0.05414000000000001	0.46710000000000007	5.23236	1.9796	0.369662	0.23090000000000002	5.48742	0.028354000000000004
0.07514000000000001	0.58286	4.4746	3.4096800000000003	0.7581740000000001	0.6651800000000001	10.4335	0.021642
0.1433	0.5500200000000001	5.74748	4.865360000000001	0.14383400000000002	0.9032600000000001	3.81694	0.017370000000000003
0.01422	0.9696600000000001	5.99644	2.00008	0.33621799999999996	0.39438000000000006	17.27274	0.016770000000000004
0.03998	0.22990000000000002	4.24076	1.57992	0.8691620000000001	0.20046000000000003	6.2329799999999995	0.03849400000000001
0.028460000000000003	0.19362000000000001	5.15716	1.0236	0.419558	0.55022	10.08694	0.028694000000000004
0.047700000000000006	0.30294	4.55092	3.41928	0.897062	0.73258	2.6450200000000006	0.020810000000000002
0.12534	0.3955000000000001	4.90716	4.00136	0.899726	0.9948600000000001	13.0631	0.019942
0.0627	0.59682	4.92348	2.25176	0.106754	0.41854	6.419180000000001	0.025974000000000004
0.16062	0.45554000000000006	5.43108	4.24136	0.685562	0.9817	2.5606600000000004	0.03608600000000001
0.013340000000000001	0.48306000000000004	4.06836	3.04456	0.556394	0.48726	2.4839	0.02633
0.0763	0.9251400000000001	4.97764	1.92968	0.6913940000000001	0.9340200000000001	7.37678	0.03975000000000001
0.052660000000000005	0.7599	4.77156	1.70952	0.138578	0.72702	7.07658	0.037446
0.0269	0.7706600000000001	5.5819600000000005	1.85816	0.503042	0.96786	3.4992599999999996	0.03837000000000001
0.21702000000000002	0.47086000000000006	5.67276	4.99592	0.30075799999999997	0.03894	4.329180000000001	0.016714000000000003
0.042620000000000005	0.99526	5.53868	2.89128	0.453866	0.5465800000000001	8.715900000000001	0.015634000000000002
0.13606000000000001	0.40598	4.03876	3.7338400000000003	0.15823399999999999	0.8775400000000001	10.266300000000001	0.019166000000000002
0.06994	0.62638	5.5826	1.0084	0.36257	0.25842	7.292420000000001	0.030274000000000002
0.010100000000000001	0.4825400000000001	5.3978	2.8466400000000003	0.46743799999999996	0.8627400000000001	15.127260000000001	0.028426000000000007
0.011540000000000002	0.39738000000000007	4.80412	1.18792	0.21950599999999998	0.8168200000000001	7.4550600000000005	0.030718000000000002
0.06894	0.49994000000000005	4.55004	3.6685600000000003	0.118742	0.8803000000000001	17.06754	0.016582000000000003
0.0313	0.16118000000000002	4.32092	1.8367200000000001	0.657518	0.8135800000000001	7.824420000000001	0.032562
0.12638	0.57154	4.55308	1.35336	0.35173399999999994	0.9061800000000001	9.72138	0.04975400000000001
0.05178000000000001	0.36418000000000006	5.74204	1.11624	0.8630059999999999	0.27474	12.895140000000001	0.030710000000000005
0.00398	0.7351000000000001	4.87556	1.49784	0.243518	0.36330000000000007	12.83054	0.021194000000000005
0.05346000000000001	0.16002	5.00068	1.21624	0.35749400000000003	0.5874600000000001	5.03066	0.026366
0.054060000000000004	0.9031800000000001	4.02868	2.154	0.316382	0.94062	11.353100000000001	0.05079
0.07826	0.69854	5.11476	2.22728	0.372794	0.79454	4.0487400000000004	0.026014000000000006
0.0475	0.54954	5.90516	4.24664	0.80501	0.78102	5.925940000000001	0.017538000000000005
0.02266	0.87758	5.855	3.20888	0.556646	0.7690600000000001	10.30582	0.01693
0.03554	0.9086200000000001	4.76908	1.1348	0.115214	0.89702	10.862900000000002	0.08634600000000002
0.04986	0.6635000000000001	5.821	1.9077600000000001	0.742982	0.56666	7.5417000000000005	0.027206000000000004
0.0024200000000000003	0.9577800000000001	5.03204	1.64008	0.148838	0.21238	13.25994	0.041462
0.012540000000000003	0.36402	4.6342	1.95784	0.32966599999999996	0.13618000000000002	7.172340000000001	0.03247800000000001
0.06374	0.2005	4.9176400000000005	3.94552	0.050126000000000004	0.39462	5.85906	0.016250000000000004
0.17662	0.07650000000000001	4.03612	4.013680000000001	0.6424700000000001	0.9738200000000001	17.496180000000003	0.024906
0.11194000000000001	0.62102	5.85588	1.53528	0.930038	0.94842	9.664380000000001	0.04059400000000001
0.12902000000000002	0.58782	5.58444	4.87384	0.262274	0.91998	1.7315	0.018086
0.00698	0.8981000000000001	5.826280000000001	1.79624	0.272318	0.72774	18.39374	0.03034600000000001
0.13378	0.014180000000000002	4.1658	3.3173600000000003	0.588794	0.9730200000000001	10.4677	0.023022000000000004
0.00894	0.13054	5.00684	3.77304	0.836906	0.59094	16.587220000000002	0.014858000000000003
0.05806	0.009060000000000002	5.593640000000001	1.18376	0.7765700000000001	0.27822	13.1125	0.032014
0.01046	0.5048600000000001	4.42844	4.38472	0.62033	0.24842000000000003	15.677500000000002	0.018122000000000003
0.051140000000000005	0.58402	5.0085999999999995	4.3004	0.537134	0.46390000000000003	8.5031	0.016466000000000005
0.03894	0.7948600000000001	4.11892	1.90616	0.699854	0.6811	12.432300000000001	0.03255400000000001
0.026300000000000004	0.97394	4.8742	3.7596000000000003	0.082238	0.85694	3.5403000000000002	0.022462000000000003
0.02518	0.44774	4.08212	1.22328	0.47193799999999997	0.7944200000000001	13.718980000000002	0.067706
0.01218	0.6057400000000001	5.93388	1.89064	0.7621700000000001	0.57982	16.245220000000003	0.03737400000000001
0.014620000000000001	0.48430000000000006	5.76652	4.26616	0.11528599999999999	0.53846	16.3197	0.015466000000000002
0.06390000000000001	0.16938000000000003	5.85324	1.9556	0.574682	0.25134	8.8033	0.02797000000000001
0.11302000000000001	0.55054	4.93028	3.23576	0.7522340000000001	0.9762600000000001	17.66414	0.03697
0.03426	0.54266	4.8013200000000005	2.15624	0.700358	0.21966000000000002	9.305660000000001	0.03911800000000001
0.043140000000000005	0.7689400000000001	5.280200000000001	3.79448	0.22738999999999998	0.50946	13.971300000000001	0.018426000000000005
0.0363	0.37450000000000006	4.79476	2.9541600000000003	0.471974	0.6307800000000001	7.4900199999999995	0.023862
0.040580000000000005	0.25618	4.92476	1.0852	0.441986	0.8863000000000001	2.9247	0.05663000000000001
0.007980000000000001	0.055060000000000005	4.77572	3.0332	0.568598	0.2957	3.3480200000000004	0.022278000000000006
0.0695	0.27034	4.74836	2.35112	0.490262	0.86714	6.755100000000001	0.033718000000000005
0.13266	0.47862000000000005	5.98964	2.9271200000000004	0.42773	0.90198	9.49186	0.021706000000000003
0.019540000000000002	0.36306000000000005	4.65772	1.6252	0.938786	0.27794	14.88634	0.042578000000000005
0.06334000000000001	0.53206	4.68412	1.91016	0.94703	0.28254	19.02834	0.018606
0.03202000000000001	0.5613	4.84492	3.21688	0.32837	0.9093000000000001	2.87606	0.019694000000000003
0.05018	0.7218200000000001	4.12668	1.6338400000000002	0.13829000000000002	0.7708600000000001	3.5167400000000004	0.04278200000000001
0.04054000000000001	0.059300000000000005	4.8838	1.68024	0.767606	0.08450000000000002	15.14246	0.034806000000000004
0.014580000000000003	0.9902600000000001	5.4298	2.1898400000000002	0.90815	0.38058000000000003	13.107940000000001	0.030350000000000002
0.019100000000000002	0.4647800000000001	4.08276	1.12296	0.17915000000000003	0.44186000000000003	13.599660000000002	0.051734
0.052980000000000006	0.3057	5.790760000000001	3.68936	0.6124820000000001	0.20462000000000002	18.64074	0.018006
0.0567	0.32118	5.9398	2.46088	0.37499	0.048380000000000006	13.7927	0.021482
0.08314000000000002	0.98126	4.367	2.4474400000000003	0.56867	0.8888600000000001	2.37598	0.025050000000000006
0.11514000000000002	0.4323	4.8878	4.483280000000001	0.06791	0.86238	10.370420000000001	0.019486000000000003
0.02334	0.77534	5.662520000000001	1.19336	0.294026	0.12762	12.86702	0.032026
0.08910000000000001	0.5946600000000001	5.55828	2.61848	0.13343	0.8013800000000001	5.14466	0.017506
0.03846	0.8067000000000001	4.96588	1.80248	0.577994	0.21382	13.174820000000002	0.030306
0.04102	0.3033	4.96148	1.07304	0.49487000000000003	0.24282000000000004	19.638620000000003	0.03609400000000001
0.01318	0.60882	4.88548	1.0092	0.9067459999999999	0.33094	1.4556200000000001	0.05715400000000001
0.13106	0.5539000000000001	5.6898800000000005	4.72264	0.765014	0.14726	13.414220000000002	0.018722
0.10614000000000001	0.5269400000000001	4.74052	2.08136	0.894866	0.9714200000000001	18.513820000000003	0.05623
0.0645	0.030180000000000002	5.44556	1.09128	0.30713	0.5712200000000001	15.95262	0.026434000000000003
0.04630000000000001	0.22870000000000001	5.2866	4.08424	0.07115	0.9339000000000001	1.4009	0.018546000000000003
0.04854	0.96106	5.3577200000000005	3.1192800000000003	0.9129379999999999	0.025620000000000004	13.739500000000001	0.018990000000000003
0.018940000000000002	0.43470000000000003	5.21748	4.20904	0.40508599999999995	0.16590000000000002	19.21758	0.016682000000000002
0.10134000000000001	0.48382000000000003	5.73596	3.58744	0.848678	0.92934	4.93186	0.021718
0.0007800000000000001	0.9529400000000001	5.9234	1.3820000000000001	0.558698	0.42490000000000006	18.896860000000004	0.037798000000000005
0.031380000000000005	0.7983800000000001	4.953720000000001	3.89624	0.883166	0.7223	1.7163	0.017454000000000004
0.11254	0.5157	4.10684	1.5005600000000001	0.376754	0.16958	15.19414	0.034994000000000004
0.011940000000000001	0.35854	5.66068	3.0655200000000002	0.921146	0.9904600000000001	6.21626	0.041302000000000005
0.00018	0.81538	5.01532	4.69336	0.076982	0.45494	9.656780000000001	0.017314000000000003
0.025500000000000002	0.7604200000000001	5.34564	1.82664	0.55139	0.30758	14.646180000000001	0.03696200000000001
0.04286	0.60002	4.01324	2.90328	0.869414	0.7593400000000001	12.0485	0.031062000000000003
0.08946000000000001	0.11754	4.41892	1.65944	0.834422	0.7401800000000001	15.869780000000002	0.027134000000000005
0.0383	0.5040600000000001	4.02644	1.06504	0.6356660000000001	0.90346	10.477580000000001	0.09862200000000002
0.058100000000000006	0.25950000000000006	4.00156	2.9116	0.096134	0.4475	14.54738	0.017662
0.01134	0.18178	5.5118	1.482	0.40987399999999996	0.08462	6.6297	0.03759400000000001
0.0751	0.69354	4.23332	4.814640000000001	0.08893400000000001	0.9734200000000001	14.6895	0.018878000000000002
0.09862000000000001	0.9865000000000002	5.84532	3.35448	0.14595800000000003	0.44898000000000005	19.128660000000004	0.014922000000000003
0.03902	0.7809	4.53404	2.50008	0.505742	0.8682200000000001	12.25294	0.037494000000000006
0.0039000000000000007	0.3127	4.83436	4.646800000000001	0.882878	0.66002	12.950620000000002	0.01719
0.027460000000000002	0.42186	4.16572	3.44056	0.54149	0.9173	18.37322	0.032106
0.12082000000000001	0.09222	5.7182	2.8868	0.8751380000000001	0.7959800000000001	8.74706	0.01789
0.021820000000000003	0.5722200000000001	5.279	2.12296	0.16971800000000004	0.2721	12.290180000000001	0.03800200000000001
0.1071	0.47806000000000004	5.34644	2.4567200000000002	0.6943100000000001	0.22786	13.715940000000002	0.016186000000000002
0.023060000000000004	0.7076600000000001	5.28628	1.36664	0.863798	0.28098	1.57874	0.032942000000000006
0.07866000000000001	0.58714	5.24924	2.88104	0.273434	0.54274	14.133939999999999	0.026354000000000002
0.07650000000000001	0.2111	4.19628	1.35864	0.646934	0.20234000000000002	7.52574	0.03341000000000001
0.07746	0.6063400000000001	5.35988	1.8893600000000002	0.423626	0.9242600000000001	9.610420000000001	0.043154000000000005
0.12554	0.4791000000000001	4.07788	1.75128	0.125006	0.14090000000000003	7.07202	0.023426000000000002
0.021580000000000002	0.8988200000000001	4.78516	2.46808	0.159746	0.21098	3.05466	0.027398000000000002
